command,mean,stddev,median,user,system,min,max
build/cracker_bench --impl tinyptr --hash 1637ff9c1826eb09071d234ea6b5563b --threads 4,9.22598175146,0.5182761978565017,8.98690797986,11.89622228,0.84723896,8.770754719860001,10.02086059886
build/cracker_bench --impl naive   --hash 1637ff9c1826eb09071d234ea6b5563b --threads 4,10.31722419966,0.26613307848908335,10.219088879860001,13.41607348,0.89131256,9.98343090886,10.596041405860001
build/cracker_bench --impl stdmap  --hash 1637ff9c1826eb09071d234ea6b5563b --threads 4,17.17685616606,0.2718784578824296,17.27058758886,19.96472708,1.30393596,16.71476579086,17.37490134686
build/cracker_bench --impl prob    --hash 1637ff9c1826eb09071d234ea6b5563b --threads 4,11.500559868059998,0.5206346014916347,11.31888843986,14.62823328,1.0235887599999998,11.03849245486,12.35461605186
